Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA
2262,Gen Shoji\Gen-Shoji,jp JPN,DF,Toulouse,fr Ligue 1,25,1992,18,18,1620,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.9,1,0,0.05,0.05,0,0.05
2263,Djibril Sidibé\Djibril-Sidibe,fr FRA,DFMF,Monaco,fr Ligue 1,26,1992,26,22,2076,23.1,0,2,0,0,0,5,0,0,0.09,0.09,0,0.09,1.4,1.4,3.8,5.2,0.06,0.16,0.23,0.06,0.23
2264,Kalidou Sidibé\Kalidou-Sidibe,fr FRA,MF,Toulouse,fr Ligue 1,19,1999,20,18,1259,14,1,0,1,0,0,8,0,0.07,0,0.07,0.07,0.07,0.3,0.3,0.2,0.5,0.02,0.01,0.03,0.02,0.03
2265,Sidnei\Sidnei,br BRA,DF,Betis,es La Liga,28,1989,24,20,1742,19.4,1,0,1,0,0,4,0,0.05,0,0.05,0.05,0.05,1.3,1.3,0.1,1.4,0.07,0,0.07,0.07,0.07
2266,Theoson Siebatcheu\Theoson-Siebatcheu,fr FRA,FW,Rennes,fr Ligue 1,22,1996,15,7,608,6.8,3,1,3,0,0,0,0,0.44,0.15,0.59,0.44,0.59,3.8,3.8,0.1,3.9,0.56,0.02,0.58,0.56,0.58
2267,Francisco Sierralta\Francisco-Sierralta,cl CHI,DF,Parma,it Serie A,21,1997,6,2,269,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.4,0.5,0,0.15,0.15,0,0.15
2268,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,eng Premier League,28,1989,38,36,3117,34.6,13,6,11,2,5,3,0,0.38,0.17,0.55,0.32,0.49,10.8,6.9,7,13.8,0.31,0.2,0.51,0.2,0.4
2269,Luca Siligardi\Luca-Siligardi,it ITA,FW,Parma,it Serie A,30,1988,29,19,1639,18.2,1,2,1,0,0,2,0,0.05,0.11,0.16,0.05,0.16,1.8,1.8,2.6,4.4,0.1,0.14,0.24,0.1,0.24
2270,Adrien Silva\Adrien-Silva,pt POR,MF,Leicester City,eng Premier League,29,1989,2,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,Adrien Silva\Adrien-Silva,pt POR,MF,Monaco,fr Ligue 1,29,1989,15,13,1184,13.2,0,0,0,0,0,6,0,0,0,0,0,0,0.2,0.2,0.5,0.7,0.02,0.04,0.06,0.02,0.06
2272,André Silva\Andre-Silva,pt POR,FW,Sevilla,es La Liga,22,1995,27,25,2159,24,9,0,9,0,0,4,0,0.38,0,0.38,0.38,0.38,9.6,9.6,4,13.6,0.4,0.17,0.57,0.4,0.57
2273,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,eng Premier League,23,1994,36,31,2854,31.7,7,7,7,0,0,3,0,0.22,0.22,0.44,0.22,0.44,6.5,6.5,7.4,13.9,0.21,0.23,0.44,0.21,0.44
2274,David Silva\David-Silva,es ESP,MF,Manchester City,eng Premier League,32,1986,33,28,2401,26.7,6,8,6,0,0,2,0,0.22,0.3,0.52,0.22,0.52,6.9,6.9,9,15.9,0.26,0.34,0.6,0.26,0.6
2275,Gabriel Silva\Gabriel-Silva,br BRA,DFMF,Saint-Étienne,fr Ligue 1,27,1991,19,16,1429,15.9,0,2,0,0,0,1,0,0,0.13,0.13,0,0.13,0.6,0.6,1.4,2.1,0.04,0.09,0.13,0.04,0.13
2276,Jonathan Silva\Jonathan-Silva,ar ARG,DF,Leganés,es La Liga,24,1994,30,30,2700,30,3,6,3,0,0,9,0,0.1,0.2,0.3,0.1,0.3,1.6,1.6,3.4,5.1,0.05,0.11,0.17,0.05,0.17
2277,Matheus Pereira da Silva\Matheus-Pereira-da-Silva,br BRA,MF,Juventus,it Serie A,20,1998,3,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.09,0.04,0.13,0.09,0.13
2278,Thiago Silva\Thiago-Silva,br BRA,DF,Paris S-G,fr Ligue 1,33,1984,25,24,2077,23.1,0,1,0,0,0,4,0,0,0.04,0.04,0,0.04,0.9,0.9,0.6,1.5,0.04,0.03,0.06,0.04,0.06
2279,Xande Silva\Xande-Silva,pt POR,FW,West Ham,eng Premier League,21,1997,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.33,0.1,0.43,0.33,0.43
2280,Matías Silvestre\Matias-Silvestre,ar ARG,DF,Empoli,it Serie A,33,1984,34,34,3060,34,2,0,2,0,0,6,0,0.06,0,0.06,0.06,0.06,0.8,0.8,0.1,0.9,0.02,0,0.03,0.02,0.03
2281,Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Fiorentina,it Serie A,23,1995,36,27,2454,27.3,6,3,6,0,0,2,0,0.22,0.11,0.33,0.22,0.33,10.7,10.7,3,13.7,0.39,0.11,0.5,0.39,0.5
2282,Lorenco Šimić\Lorenco-Simic,hr CRO,DF,SPAL,it Serie A,22,1996,8,2,238,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0.9,0.35,0,0.35,0.35,0.35
2283,Moses Simon\Moses-Simon,ng NGA,DFMF,Levante,es La Liga,23,1995,19,8,785,8.7,0,1,0,0,0,1,0,0,0.11,0.11,0,0.11,1.1,1.1,0.5,1.6,0.13,0.06,0.19,0.13,0.19
2284,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,es La Liga,21,1997,7,7,630,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,Danny Simpson\Danny-Simpson,eng ENG,DF,Leicester City,eng Premier League,31,1987,6,3,292,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,eng Premier League,21,1996,6,4,403,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.03,0.01,0.04,0.03,0.04
2287,Josh Sims\Josh-Sims,eng ENG,FWMF,Southampton,eng Premier League,21,1997,7,2,212,2.4,0,1,0,0,0,0,0,0,0.42,0.42,0,0.42,0.6,0.6,0.5,1.1,0.25,0.22,0.47,0.25,0.47
2288,Giovanni Sio\Giovanni-Sio,ci CIV,FW,Montpellier,fr Ligue 1,29,1989,1,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0.05
2289,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Leganés,es La Liga,29,1988,34,34,2962,32.9,1,0,1,0,0,5,0,0.03,0,0.03,0.03,0.03,1.6,1.6,1.3,2.9,0.05,0.04,0.09,0.05,0.09
2290,Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Torino,it Serie A,31,1987,36,36,3169,35.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,20,1997,32,30,2665,29.6,3,2,3,0,0,9,0,0.1,0.07,0.17,0.1,0.17,1.5,1.5,2.7,4.2,0.05,0.09,0.14,0.05,0.14
2292,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,eng Premier League,28,1989,29,27,2330,25.9,0,3,0,0,0,2,0,0,0.12,0.12,0,0.12,1.2,1.2,2.4,3.6,0.04,0.09,0.14,0.04,0.14
2293,Pione Sisto\Pione-Sisto,dk DEN,FWMF,Celta Vigo,es La Liga,23,1995,25,8,844,9.4,2,1,2,0,0,0,0,0.21,0.11,0.32,0.21,0.32,1.4,1.4,1.2,2.6,0.15,0.13,0.27,0.15,0.27
2294,Antonio Sivera\Antonio-Sivera,es ESP,GK,Alavés,es La Liga,21,1996,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.04,0.04,0,0.04
2295,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,23,1995,37,35,3090,34.3,3,2,3,0,0,5,0,0.09,0.06,0.15,0.09,0.15,1.2,1.2,1.5,2.7,0.04,0.04,0.08,0.04,0.08
2296,Oliver Skipp\Oliver-Skipp,eng ENG,MFFW,Tottenham,eng Premier League,17,2000,8,2,220,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.02,0.01,0.03,0.02,0.03
2297,Łukasz Skorupski\Lukasz-Skorupski,pl POL,GK,Bologna,it Serie A,27,1991,38,38,3420,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2298,Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,it Serie A,23,1995,35,35,3150,35,0,1,0,0,0,4,0,0,0.03,0.03,0,0.03,1,1,0.3,1.2,0.03,0.01,0.03,0.03,0.03
2299,Steven Skrzybski\Steven-Skrzybski,de GER,FWMF,Schalke 04,de Bundesliga,25,1992,12,8,664,7.4,3,1,3,0,0,1,0,0.41,0.14,0.54,0.41,0.54,2.3,2.3,1.4,3.7,0.31,0.18,0.5,0.31,0.5
2300,Petar Škuletić\Petar-Skuletic,rs SRB,FWMF,Montpellier,fr Ligue 1,28,1990,28,4,603,6.7,1,1,1,0,0,0,0,0.15,0.15,0.3,0.15,0.3,3.3,3.3,0.8,4.1,0.49,0.12,0.61,0.49,0.61
2301,Callum Slattery\Callum-Slattery,eng ENG,MF,Southampton,eng Premier League,19,1999,3,1,112,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.14,0,0.14,0.14,0.14
2302,Naïm Sliti\Naim-Sliti,tn TUN,MFFW,Dijon,fr Ligue 1,26,1992,35,25,2286,25.4,3,4,2,1,1,2,0,0.12,0.16,0.28,0.08,0.24,5.4,4.6,6.3,11,0.21,0.25,0.46,0.18,0.43
2303,Chris Smalling\Chris-Smalling,eng ENG,DF,Manchester Utd,eng Premier League,28,1989,24,24,2127,23.6,1,0,1,0,0,1,0,0.04,0,0.04,0.04,0.04,1.1,1.1,0.4,1.5,0.05,0.02,0.06,0.05,0.06
2304,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,eng Premier League,27,1991,25,25,2066,23,1,1,1,0,0,5,1,0.04,0.04,0.09,0.04,0.09,0.4,0.4,0.8,1.2,0.02,0.04,0.05,0.02,0.05
2305,Tommy Smith\Tommy-Smith,eng ENG,DF,Huddersfield,eng Premier League,26,1992,15,13,1141,12.7,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.5,0.6,0,0.04,0.04,0,0.04
2306,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,RB Leipzig,de Bundesliga,18,2000,3,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,eng Premier League,30,1987,33,25,2220,24.7,2,5,2,0,0,10,0,0.08,0.2,0.28,0.08,0.28,2.3,2.3,4.9,7.2,0.09,0.2,0.29,0.09,0.29
2308,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,eng Premier League,26,1991,18,16,1495,16.6,1,2,1,0,0,4,0,0.06,0.12,0.18,0.06,0.18,0.3,0.3,1.2,1.5,0.02,0.07,0.09,0.02,0.09
2309,Cédric Soares\Cedric-Soares,pt POR,DF,Inter,it Serie A,26,1991,4,3,259,2.9,0,1,0,0,0,0,0,0,0.35,0.35,0,0.35,0.2,0.2,0.3,0.4,0.05,0.1,0.15,0.05,0.15
2310,Ramadan Sobhi\Ramadan-Sobhi,eg EGY,FW,Huddersfield,eng Premier League,21,1997,4,0,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.29,0.29,0,0.29
2311,Marcel Sobottka\Marcel-Sobottka,de GER,MF,Düsseldorf,de Bundesliga,24,1994,14,11,942,10.5,0,0,0,0,0,3,0,0,0,0,0,0,0.6,0.6,0.1,0.7,0.06,0.01,0.06,0.06,0.06
2312,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Alavés,es La Liga,26,1992,20,10,965,10.7,3,1,3,0,0,2,0,0.28,0.09,0.37,0.28,0.37,2.3,2.3,1.1,3.4,0.22,0.1,0.32,0.22,0.32
2313,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Valencia,es La Liga,26,1992,4,2,193,2.1,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.11,0.03,0.14,0.11,0.14
2314,Danilo Soddimo\Danilo-Soddimo,it ITA,MF,Frosinone,it Serie A,30,1987,10,1,252,2.8,0,1,0,0,0,2,0,0,0.36,0.36,0,0.36,0.2,0.2,0.4,0.7,0.08,0.16,0.24,0.08,0.24
2315,Alex Sola\Alex-Sola,es ESP,DF,Real Sociedad,es La Liga,19,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.12,0.1,0.22,0.12,0.22
2316,Dominic Solanke\Dominic-Solanke,eng ENG,FW,Bournemouth,eng Premier League,20,1997,10,2,347,3.9,0,1,0,0,0,0,0,0,0.26,0.26,0,0.26,0.9,0.9,0.6,1.5,0.23,0.16,0.39,0.23,0.39
2317,Andrés Solano\Andres-Solano,co COL,DF,Atlético Madrid,es La Liga,20,1998,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2318,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,es La Liga,21,1997,31,27,2460,27.3,2,6,2,0,0,9,0,0.07,0.22,0.29,0.07,0.29,3.1,3.1,3.9,7,0.11,0.14,0.26,0.11,0.26
2319,Oumar Solet\Oumar-Solet,fr FRA,DF,Lyon,fr Ligue 1,18,2000,1,1,59,0.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,Yann Sommer\Yann-Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,29,1988,34,34,3060,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2321,Kévin Soni\Kevin-Soni,cm CMR,FWDF,Girona,es La Liga,20,1998,5,1,82,0.9,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.3,0.2,0.17,0.37,0.2,0.37
2322,Jérémy Sorbon\Jeremy-Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,34,1983,33,29,2647,29.4,1,0,1,0,0,2,0,0.03,0,0.03,0.03,0.03,1.5,1.5,0.4,1.9,0.05,0.01,0.06,0.05,0.06
2323,Oliver Sorg\Oliver-Sorg,de GER,DF,Hannover 96,de Bundesliga,28,1990,19,18,1580,17.6,0,0,0,0,0,6,1,0,0,0,0,0,0.1,0.1,0.4,0.4,0,0.02,0.02,0,0.02
2324,David Soria\David-Soria,es ESP,GK,Getafe,es La Liga,25,1993,37,37,3330,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0
2325,Juan Soriano\Juan-Soriano,es ESP,GK,Sevilla,es La Liga,20,1997,4,4,359,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2326,Roberto Soriano\Roberto-Soriano,it ITA,MFFW,Torino,it Serie A,27,1991,11,6,468,5.2,0,2,0,0,0,1,0,0,0.38,0.38,0,0.38,0.3,0.3,0.8,1.1,0.05,0.16,0.21,0.05,0.21
2327,Roberto Soriano\Roberto-Soriano,it ITA,MF,Bologna,it Serie A,27,1991,17,17,1489,16.5,2,2,2,0,0,5,0,0.12,0.12,0.24,0.12,0.24,3.2,3.2,1.7,4.9,0.2,0.1,0.3,0.2,0.3
2328,Stefano Sorrentino\Stefano-Sorrentino,it ITA,GK,Chievo,it Serie A,39,1979,31,31,2789,31,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0
2329,Borna Sosa\Borna-Sosa,hr CRO,DFMF,Stuttgart,de Bundesliga,20,1998,12,7,616,6.8,0,1,0,0,0,3,0,0,0.15,0.15,0,0.15,0.3,0.3,1.3,1.6,0.05,0.19,0.24,0.05,0.24
2330,Sebastian Soto\Sebastian-Soto,us USA,MF,Hannover 96,de Bundesliga,18,2000,3,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0,0.09
2331,Riccardo Sottil\Riccardo-Sottil,it ITA,FWMF,Fiorentina,it Serie A,19,1999,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.88,0,0.88,0.88,0.88
2332,Pape Souaré\Pape-Souare,sn SEN,DF,Crystal Palace,eng Premier League,28,1990,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Lille,fr Ligue 1,26,1992,20,20,1723,19.1,0,1,0,0,0,6,1,0,0.05,0.05,0,0.05,0.5,0.5,0.6,1.1,0.03,0.03,0.06,0.03,0.06
2334,Boubakary Soumaré\Boubakary-Soumare,fr FRA,MF,Lille,fr Ligue 1,19,1999,18,5,564,6.3,1,1,1,0,0,2,0,0.16,0.16,0.32,0.16,0.32,0.9,0.9,0.7,1.6,0.15,0.11,0.26,0.15,0.26
2335,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,eng Premier League,22,1996,6,4,372,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.03,0,0.03,0.03,0.03
2336,Julián Speroni\Julian-Speroni,ar ARG,GK,Crystal Palace,eng Premier League,39,1979,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,Leonardo Spinazzola\Leonardo-Spinazzola,it ITA,DF,Juventus,it Serie A,25,1993,10,6,601,6.7,0,1,0,0,0,0,0,0,0.15,0.15,0,0.15,0.3,0.3,0.4,0.7,0.05,0.06,0.11,0.05,0.11
2338,Nicolás Spolli\Nicolas-Spolli,ar ARG,DF,Genoa,it Serie A,35,1983,7,7,538,6,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.2,0.03,0,0.03,0.03,0.03
2339,Marco Sportiello\Marco-Sportiello,it ITA,GK,Frosinone,it Serie A,26,1992,35,35,3150,35,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,Mattia Sprocati\Mattia-Sprocati,it ITA,FWMF,Parma,it Serie A,25,1993,16,5,644,7.2,1,0,1,0,0,0,0,0.14,0,0.14,0.14,0.14,0.5,0.5,0.6,1.1,0.07,0.08,0.15,0.07,0.15
2341,Bassem Srarfi\Bassem-Srarfi,tn TUN,FWMF,Nice,fr Ligue 1,21,1997,22,8,817,9.1,1,0,1,0,0,2,0,0.11,0,0.11,0.11,0.11,1.5,1.5,1,2.5,0.16,0.11,0.27,0.16,0.27
2342,Darijo Srna\Darijo-Srna,hr CRO,DF,Cagliari,it Serie A,36,1982,26,24,2087,23.2,0,3,0,0,0,5,1,0,0.13,0.13,0,0.13,0.4,0.4,4,4.4,0.02,0.17,0.19,0.02,0.19
2343,Kostas Stafylidis\Kostas-Stafylidis,gr GRE,DF,Augsburg,de Bundesliga,24,1993,12,11,920,10.2,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,1,1.2,0.02,0.09,0.12,0.02,0.12
2344,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,DFMF,Schalke 04,de Bundesliga,27,1990,21,20,1763,19.6,0,2,0,0,0,3,0,0,0.1,0.1,0,0.1,0.2,0.2,0.4,0.5,0.01,0.02,0.03,0.01,0.03
2345,Jozo Stanić\Jozo-Stanic,hr CRO,DF,Augsburg,de Bundesliga,19,1999,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,Junior Stanislas\Junior-Stanislas,eng ENG,MFFW,Bournemouth,eng Premier League,28,1989,23,11,1031,11.5,2,3,1,1,1,1,0,0.17,0.26,0.44,0.09,0.35,3.9,3.1,2.1,5.2,0.34,0.18,0.52,0.27,0.45
2347,Niklas Stark\Niklas-Stark,de GER,DF,Hertha BSC,de Bundesliga,23,1995,22,22,1868,20.8,1,0,1,0,0,5,0,0.05,0,0.05,0.05,0.05,0.6,0.6,0.4,1,0.03,0.02,0.05,0.03,0.05
2348,Timo Stavitski\Timo-Stavitski,fi FIN,FW,Caen,fr Ligue 1,19,1999,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,Renato Steffen\Renato-Steffen,ch SUI,FWDF,Wolfsburg,de Bundesliga,26,1991,31,18,1503,16.7,5,1,5,0,0,4,0,0.3,0.06,0.36,0.3,0.36,3,3,1.7,4.7,0.18,0.1,0.28,0.18,0.28
2350,Marc Stendera\Marc-Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,22,1995,7,0,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.14,0.14,0,0.14
2351,Pascal Stenzel\Pascal-Stenzel,de GER,DF,Freiburg,de Bundesliga,22,1996,21,16,1449,16.1,0,2,0,0,0,5,1,0,0.12,0.12,0,0.12,0.9,0.9,1.4,2.4,0.06,0.09,0.15,0.06,0.15
2352,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,eng Premier League,29,1989,30,29,2485,27.6,1,1,1,0,0,6,1,0.04,0.04,0.07,0.04,0.07,0.3,0.3,0.8,1.1,0.01,0.03,0.04,0.01,0.04
2353,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,eng Premier League,24,1994,24,19,1700,18.9,1,0,1,0,0,4,0,0.05,0,0.05,0.05,0.05,0.7,0.7,0.1,0.8,0.04,0.01,0.04,0.04,0.04
2354,Mariusz Stępiński\Mariusz-Stepinski,pl POL,FW,Chievo,it Serie A,23,1995,35,27,2476,27.5,6,2,6,0,0,5,0,0.22,0.07,0.29,0.22,0.29,8.2,8.2,1.4,9.5,0.3,0.05,0.35,0.3,0.35
2355,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,eng Premier League,23,1994,34,31,2771,30.8,17,9,17,0,0,3,0,0.55,0.29,0.84,0.55,0.84,13.1,13.1,9.2,22.4,0.43,0.3,0.73,0.43,0.73
2356,Lars Stindl\Lars-Stindl,de GER,FWMF,M'Gladbach,de Bundesliga,29,1988,21,19,1508,16.8,3,1,3,0,0,3,0,0.18,0.06,0.24,0.18,0.24,2.7,2.7,2.9,5.6,0.16,0.17,0.34,0.16,0.34
2357,Kevin Stöger\Kevin-Stoger,at AUT,MF,Düsseldorf,de Bundesliga,24,1993,25,24,2118,23.5,1,7,1,0,0,8,0,0.04,0.3,0.34,0.04,0.34,2,2,6,8,0.08,0.26,0.34,0.08,0.34
2358,John Stones\John-Stones,eng ENG,DF,Manchester City,eng Premier League,24,1994,24,20,1764,19.6,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.01,0.01,0.02,0.01,0.02
2359,Thomas Strakosha\Thomas-Strakosha,al ALB,GK,Lazio,it Serie A,23,1995,35,35,3150,35,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,Tobias Strobl\Tobias-Strobl,de GER,MFDF,M'Gladbach,de Bundesliga,28,1990,29,26,2293,25.5,0,4,0,0,0,4,0,0,0.16,0.16,0,0.16,0.9,0.9,1.5,2.4,0.04,0.06,0.09,0.04,0.09
2361,Kevin Strootman\Kevin-Strootman,nl NED,MF,Marseille,fr Ligue 1,28,1990,28,21,1942,21.6,1,5,1,0,0,7,0,0.05,0.23,0.28,0.05,0.28,1.5,1.5,1.3,2.8,0.07,0.06,0.13,0.07,0.13
2362,Kevin Strootman\Kevin-Strootman,nl NED,MF,Roma,it Serie A,28,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.07,0.07,0,0.07
2363,Jens Stryger Larsen\Jens-Stryger-Larsen,dk DEN,DFMF,Udinese,it Serie A,27,1991,36,36,3234,35.9,1,4,1,0,0,6,0,0.03,0.11,0.14,0.03,0.14,1.6,1.6,1.8,3.5,0.05,0.05,0.1,0.05,0.1
2364,Cristhian Stuani\Cristhian-Stuani,uy URU,FW,Girona,es La Liga,31,1986,32,30,2729,30.3,19,0,14,5,5,9,0,0.63,0,0.63,0.46,0.46,12.3,8.7,1,9.8,0.41,0.03,0.44,0.29,0.32
2365,Leo Štulac\Leo-Stulac,si SVN,MF,Parma,it Serie A,23,1994,26,17,1452,16.1,0,2,0,0,0,3,1,0,0.12,0.12,0,0.12,0.7,0.7,2.1,2.7,0.04,0.13,0.17,0.04,0.17
2366,Stefano Sturaro\Stefano-Sturaro,it ITA,MF,Genoa,it Serie A,25,1993,5,4,213,2.4,1,0,1,0,0,0,1,0.42,0,0.42,0.42,0.42,0.1,0.1,0.2,0.3,0.05,0.07,0.12,0.05,0.12
2367,Daniel Sturridge\Daniel-Sturridge,eng ENG,FWMF,Liverpool,eng Premier League,28,1989,18,4,509,5.7,2,1,2,0,0,1,0,0.35,0.18,0.53,0.35,0.53,1.2,1.2,1.2,2.4,0.21,0.21,0.42,0.21,0.42
2368,Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,es La Liga,30,1988,36,36,3240,36,0,3,0,0,0,13,0,0,0.08,0.08,0,0.08,0.5,0.5,4.3,4.9,0.02,0.12,0.13,0.02,0.13
2369,Denis Suárez\Denis-Suarez,es ESP,FW,Arsenal,eng Premier League,24,1994,4,0,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2370,Denis Suárez\Denis-Suarez,es ESP,MF,Barcelona,es La Liga,24,1994,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1.56,0.41,1.97,1.56,1.97
2371,Leonardo Suárez\Leonardo-Suarez,ar ARG,FWMF,Valladolid,es La Liga,22,1996,12,7,517,5.7,2,0,2,0,0,0,0,0.35,0,0.35,0.35,0.35,1.9,1.9,0.4,2.3,0.33,0.07,0.4,0.33,0.4
2372,Luis Suárez\Luis-Suarez,uy URU,FW,Barcelona,es La Liga,31,1987,33,31,2827,31.4,21,6,17,4,4,5,0,0.67,0.19,0.86,0.54,0.73,21,18,6.5,24.5,0.67,0.21,0.88,0.57,0.78
2373,Mario Suárez\Mario-Suarez,es ESP,MF,Rayo Vallecano,es La Liga,31,1987,14,11,1026,11.4,2,0,2,0,0,5,0,0.18,0,0.18,0.18,0.18,0.9,0.9,0.6,1.6,0.08,0.06,0.14,0.08,0.14
2374,Mathías Suárez\Mathias-Suarez,uy URU,DF,Montpellier,fr Ligue 1,22,1996,10,7,550,6.1,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.4,0.4,0.01,0.06,0.07,0.01,0.07
2375,Danijel Subašić\Danijel-Subasic,hr CRO,GK,Monaco,fr Ligue 1,33,1984,14,14,1136,12.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
